"the_geom","Group_Id","WorksiteNa","Address","Latitude","Longitude","City","Origin_Des","EmployerID","WorksiteID"
"POINT (-122.37486099999995 47.628315900000075)","6,196","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.14231289999998 47.64008590000003)","6,198","Microsoft - Bldg 115","Microsoft Building 115, 14855 148th Ave NE, Redmond, WA 98052, USA","47.6400859","-122.1423129","Redmond","Destination","1024","4768"
"POINT (-122.13355249999995 47.64899440000005)","6,199","Wipro - MS Bldg 83","4480 154th Pl NE, Redmond, WA 98052, USA","47.6489944","-122.1335525","Redmond","Destination","11376","5755"
"POINT (-122.13355249999995 47.64899440000005)","6,200","Microsoft - Bldg 83","4480 154th Pl NE, Redmond, WA 98052, USA","47.6489944","-122.1335525","Redmond","Destination","1024","5025"
"POINT (-122.33492429999995 47.62377630000003)","6,202","Amazon - Amelia","501 Fairview Ave N, Seattle, WA 98109, USA","47.6237763","-122.3349243","Seattle","Destination","9840","5171"
"POINT (-122.34658129999997 47.62333190000004)","6,203","Gates Foundation - 5th Ave N Seattle","500 5th Ave N, Seattle, WA 98109, USA","47.6233319","-122.3465813","Seattle","Destination","10587","4375"
"POINT (-122.34658129999997 47.62333190000004)","6,207","Gates Foundation - 5th Ave N Seattle","500 5th Ave N, Seattle, WA 98109, USA","47.6233319","-122.3465813","Seattle","Destination","10587","4375"
"POINT (-122.31267069999996 47.65123630000005)","6,208","University of Washington - Ocean Sciences Building","Ocean Sciences Building, 1492 NE Boat St, Seattle, WA 98105, USA","47.6512363","-122.3126707","Seattle","Destination","7001","5659"
"POINT (-122.33625409999996 47.62125930000008)","6,214","Amazon.com - Ruby","333 Boren Ave N, Seattle, WA 98109, USA","47.6212593","-122.3362541","Seattle","Destination","9840","5166"
"POINT (-122.37486099999995 47.628315900000075)","6,217","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.34400779999999 47.61621780000007)","6,219","Amazon - Otter","2301 5th Ave, Seattle, WA 98121, USA","47.6162178","-122.3440078","Seattle","Destination","9840","4881"
"POINT (-122.09137739999994 47.67783700000007)","6,222","Microsoft - Millennium","NE Union Hill Rd, Redmond, WA 98052, USA","47.677837","-122.0913774","Redmond","Destination","1024","2941"
"POINT (-122.30351989999997 47.65533510000006)","6,224","University of Washington - Main Campus","Seattle, WA 98195, USA","47.6553351","-122.3035199","Seattle","Destination","7001","992"
"POINT (-122.17042329999998 47.48376540000004)","6,225","City of Renton - Public Works","3555 NE 2nd St, Renton, WA 98056, USA","47.4837654","-122.1704233","Renton","Destination","5035","3730"
"POINT (-122.32981499999994 47.582344300000045)","6,230","KING CO METRO - POWER DISTRIBUTION HQ","2255 4th Ave S, Seattle, WA 98134, USA","47.5823443","-122.329815","Seattle","Destination","9761","638"
"POINT (-122.16508999999996 47.57805950000005)","6,232","T-Mobile - Tower","3650 131st Ave SE, Bellevue, WA 98006, USA","47.5780595","-122.16509","Bellevue","Destination","10153","5583"
"POINT (-122.33695069999999 47.622856900000045)","6,234","Amazon - Cricket","440 Terry Ave N, Seattle, WA 98109, USA","47.6228569","-122.3369507","Seattle","Destination","9840","4501"
"POINT (-122.32654319999995 47.60813660000008)","6,235","Archdiocese of Seattle","910 Marion St, Seattle, WA 98104, USA","47.6081366","-122.3265432","Seattle","Destination","9060","240"
"POINT (-122.17042329999998 47.48376540000004)","6,236","City of Renton - Public Works","3555 NE 2nd St, Renton, WA 98056, USA","47.4837654","-122.1704233","Renton","Destination","5035","3730"
"POINT (-122.33202999999997 47.61690850000008)","6,239","Amazon - Lowflyinghawk","1812 Boren Ave, Seattle, WA 98101, USA","47.6169085","-122.33203","Seattle","Destination","9840","5310"
"POINT (-122.28502479999997 47.495596800000044)","6,245","King Co Metro - Facilities Maint South","12100 E Marginal Way S, Tukwila, WA 98168, USA","47.4955968","-122.2850248","Tukwila","Destination","9761","635"
"POINT (-122.3355709 47.62400710000003)","6,246","Amazon - Fiona","500 Boren Ave N, Seattle, WA 98109, USA","47.6240071","-122.3355709","Seattle","Destination","9840","5101"
"POINT (-122.17042329999998 47.48376540000004)","6,247","City of Renton - Public Works","3555 NE 2nd St, Renton, WA 98056, USA","47.4837654","-122.1704233","Renton","Destination","5035","3730"
"POINT (-122.16049379999998 47.62406540000006)","6,249","T-Mobile - Heritage Corporate Center","13427 NE Spring Blvd, Bellevue, WA 98005, USA","47.6240654","-122.1604938","Bellevue","Destination","10153","5350"
"POINT (-122.33613489999999 47.624068600000044)","6,250","Amazon - Obidos","551 Boren Ave N, Seattle, WA 98109, USA","47.6240686","-122.3361349","Seattle","Destination","9840","4856"
"POINT (-122.33597719999995 47.615682400000026)","6,251","Amazon - Blackfoot","1918 8th Ave, Seattle, WA 98101, USA","47.6156824","-122.3359772","Seattle","Destination","9840","4396"
"POINT (-122.17042329999998 47.48376540000004)","6,253","City of Renton - Public Works","3555 NE 2nd St, Renton, WA 98056, USA","47.4837654","-122.1704233","Renton","Destination","5035","3730"
"POINT (-121.86693349999996 47.527800600000035)","6,254","Technical Glass Products","8107 Bracken Pl SE, Snoqualmie, WA 98065, USA","47.5278006","-121.8669335","Snoqualmie","Destination","11001","4133"
"POINT (-122.33983949999998 47.61607630000003)","6,255","Amazon - Day 1","2121 7th Ave, Seattle, WA 98121, USA","47.6160763","-122.3398395","Seattle","Destination","9840","5158"
"POINT (-122.34679059999996 47.62260340000006)","6,257","Gates Foundation - 5th Ave N Seattle","440 5th Ave N, Seattle, WA 98109, USA","47.6226034","-122.3467906","Seattle","Destination","10587","4375"
"POINT (-122.33690519999999 47.622402400000055)","6,258","Amazon - Invictus","410 Terry Ave N, Seattle, WA 98109, USA","47.6224024","-122.3369052","Seattle","Destination","9840","5165"
"POINT (-122.33563629999998 47.621101800000076)","6,262","Amazon.com - Houdini South","300 Boren Ave N, Seattle, WA 98109, USA","47.6211018","-122.3356363","Seattle","Destination","9840","5139"
"POINT (-121.71249949999998 47.47096630000004)","6,263","Genie Industries-Parts/Logistics","47020 SE 144th St, North Bend, WA 98045, USA","47.4709663","-121.7124995","North Bend","Destination","3664","4275"
"POINT (-122.37486099999995 47.628315900000075)","6,265","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.376128 47.62883940000006)","6,266","Expedia - Group Way","1111 Expedia Group Way West, Seattle, WA 98119, USA","47.6288394","-122.376128","Seattle","Destination","10391","5503"
"POINT (-122.376128 47.62883940000006)","6,268","Expedia - Group Way","1111 Expedia Group Way West, Seattle, WA 98119, USA","47.6288394","-122.376128","Seattle","Destination","10391","5503"
"POINT (-122.37559899999997 47.62988790000003)","6,269","Expedia - Group Way","1111 Expedia Group Way West, Seattle, WA 98119, USA","47.6298879","-122.375599","Seattle","Destination","10391","5503"
"POINT (-122.33983949999998 47.61607630000003)","6,270","Amazon - Day 1","2121 7th Ave, Seattle, WA 98121, USA","47.6160763","-122.3398395","Seattle","Destination","9840","5158"
"POINT (-122.37485369999996 47.62832250000008)","6,271","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283225","-122.3748537","Seattle","Destination","10391","5503"
"POINT (-122.32828999999998 47.59067680000004)","6,275","King Co Metro - Ryerson Base","1220 4th Ave S, Seattle, WA 98134, USA","47.5906768","-122.32829","Seattle","Destination","9761","641"
"POINT (-122.19488939999997 47.61403940000008)","6,280","CLARK NUBER PS","Skyline Tower, 10900 NE 4th St, Bellevue, WA 98004, USA","47.6140394","-122.1948894","Bellevue","Destination","10823","3919"
"POINT (-122.28502479999997 47.495596800000044)","6,281","King Co Metro - South Base","12100 E Marginal Way S, Tukwila, WA 98168, USA","47.4955968","-122.2850248","Tukwila","Destination","9761","642"
"POINT (-121.71249949999998 47.47096630000004)","6,282","Genie Industries-Parts/Logistics","47020 SE 144th St, North Bend, WA 98045, USA","47.4709663","-121.7124995","North Bend","Destination","3664","4275"
"POINT (-121.71249949999998 47.47096630000004)","6,283","Genie Industries-Parts/Logistics","47020 SE 144th St, North Bend, WA 98045, USA","47.4709663","-121.7124995","North Bend","Destination","3664","4275"
"POINT (-122.14214499999997 47.64698320000008)","6,286","Quadrant Resources","4034 148th Ave NE, Redmond, WA 98052, USA","47.6469832","-122.142145","Redmond","Destination","1048","5413"
"POINT (-122.3332969 47.61630560000003)","6,288","Amazon - Oscar","1007 Stewart St, Seattle, WA 98101, USA","47.6163056","-122.3332969","Seattle","Destination","9840","5320"
"POINT (-122.14152519999999 47.63977810000006)","6,289","Microsoft - Bldg 113","14870 NE 31st St, Redmond, WA 98052, USA","47.6397781","-122.1415252","Redmond","Destination","1024","4725"
"POINT (-122.37486099999995 47.628315900000075)","6,290","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.17055139999997 47.48445040000007)","6,294","City of Renton - Public Works","3555 NE 2nd St, Renton, WA 98056, USA","47.4844504","-122.1705514","Renton","Destination","5035","3730"
"POINT (-122.37486099999995 47.628315900000075)","6,296","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.33993299999997 47.62160510000007)","6,297","Amazon - Apollo","325 9th Ave N, Seattle, WA 98109, USA","47.6216051","-122.339933","Seattle","Destination","9840","5089"
"POINT (-122.17258369999996 47.62629010000006)","6,298","King Co Metro - Bellevue Base","1790 124th Ave NE, Bellevue, WA 98005, USA","47.6262901","-122.1725837","Bellevue","Destination","9761","625"
"POINT (-122.33636509999997 47.62537530000003)","6,299","Google - Mercer","Parking lot, 1000 Mercer St, Seattle, WA 98109, USA","47.6253753","-122.3363651","Seattle","Destination","10778","5698"
"POINT (-122.13704679999995 47.64527680000003)","6,300","Microsoft - Studio A","Microsoft Studio A, 15291 NE 40th St, Redmond, WA 98052, USA","47.6452768","-122.1370468","Redmond","Destination","1024","5179"
"POINT (-122.37486099999995 47.628315900000075)","6,301","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.33851209999995 47.646861200000046)","6,302","King Co Metro - Facilities Maint North","1602 N Northlake Pl, Seattle, WA 98103, USA","47.6468612","-122.3385121","Seattle","Destination","9761","634"
"POINT (-122.34069459999995 47.617140300000074)","6,303","Amazon - Houdini North","2250 7th Ave, Seattle, WA 98121, USA","47.6171403","-122.3406946","Seattle","Destination","9840","5279"
"POINT (-122.20481249999995 47.47481250000004)","6,308","City of Renton - City Hall","FQFW W3 Renton, WA, USA","47.4748125","-122.2048125","Renton","Destination","5035","340"
"POINT (-122.17868749999997 47.62718750000005)","6,309","King Co Metro - East Base","JRGC VG Bellevue, WA, USA","47.6271875","-122.1786875","Bellevue","Destination","9761","630"
"POINT (-122.37486099999995 47.628315900000075)","6,310","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.17572909999996 47.48320290000004)","6,313","King Co Roads","155 Monroe Ave NE, Renton, WA 98056, USA","47.4832029","-122.1757291","Renton","Destination","9761","4159"
"POINT (-122.33492429999995 47.62377630000003)","6,315","Amazon - Amelia","501 Fairview Ave N, Seattle, WA 98109, USA","47.6237763","-122.3349243","Seattle","Destination","9840","5171"
"POINT (-122.32986929999998 47.57058370000004)","6,316","Seattle City Light - 4th Ave S Seattle","3613 4th Ave S, Seattle, WA 98134, USA","47.5705837","-122.3298693","Seattle","Destination","5171","2356"
"POINT (-122.376128 47.62883940000006)","6,317","Expedia - Group Way","1111 Expedia Group Way West, Seattle, WA 98119, USA","47.6288394","-122.376128","Seattle","Destination","10391","5503"
"POINT (-122.09333899999996 47.677468300000044)","6,318","Microsoft - Millennium D","Millennium D, 18500 NE Union Hill Rd, Redmond, WA 98052, USA","47.6774683","-122.093339","Redmond","Destination","1024","5339"
"POINT (-122.37486099999995 47.628315900000075)","6,319","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.37486099999995 47.628315900000075)","6,320","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.13862469999998 47.645489000000055)","6,323","Microsoft - Studio B","15101 NE 40th St, Redmond, WA 98052, USA","47.645489","-122.1386247","Redmond","Destination","1024","5184"
"POINT (-122.28422139999998 47.49364170000007)","6,324","King Co Metro - South Base","12200 E Marginal Way S, Tukwila, WA 98168, USA","47.4936417","-122.2842214","Tukwila","Destination","9761","642"
"POINT (-122.376128 47.62883940000006)","6,325","Expedia - Group Way","1111 Expedia Group Way West, Seattle, WA 98119, USA","47.6288394","-122.376128","Seattle","Destination","10391","5503"
"POINT (-122.12768669999997 47.63862890000007)","6,326","Microsoft - Bldg 110","Microsoft Building 10, Redmond, WA 98052, USA","47.6386289","-122.1276867","Redmond","Destination","1024","3180"
"POINT (-122.30250979999994 47.51781390000008)","6,327","Boeing Developmental Center","9725 E Marginal Way S, Tukwila, WA 98108, USA","47.5178139","-122.3025098","Tukwila","Destination","2013","57"
"POINT (-122.17055139999997 47.48445040000007)","6,328","City of Renton - Public Works","3555 NE 2nd St, Renton, WA 98056, USA","47.4844504","-122.1705514","Renton","Destination","5035","3730"
"POINT (-122.28501909999994 47.495642900000064)","6,329","King Co Metro - South Base","12100 E Marginal Way S, Tukwila, WA 98168, USA","47.4956429","-122.2850191","Tukwila","Destination","9761","642"
"POINT (-122.32868239999999 47.60358960000008)","6,330","King Co - Adult Detention Center","500 5th Ave, Seattle, WA 98104, USA","47.6035896","-122.3286824","Seattle","Destination","9761","556"
"POINT (-122.17258369999996 47.62629010000006)","6,331","King Co Metro - Bellevue Base","1790 124th Ave NE, Bellevue, WA 98005, USA","47.6262901","-122.1725837","Bellevue","Destination","9761","625"
"POINT (-122.18439489999997 47.634270300000026)","6,332","Overlake Specialty School","2610 116th Ave NE, Bellevue, WA 98004, USA","47.6342703","-122.1843949","Bellevue","Destination","6104","4370"
"POINT (-122.33910879999996 47.62517840000004)","6,334","Allen Institute of Brain Science","615 Westlake Ave N, Seattle, WA 98109, USA","47.6251784","-122.3391088","Seattle","Destination","11011","4998"
"POINT (-122.33823479999995 47.61530460000006)","6,335","Amazon - Invictus","2021 7th Ave, Seattle, WA 98121, USA","47.6153046","-122.3382348","Seattle","Destination","9840","5165"
"POINT (-122.376128 47.62883940000006)","6,340","Expedia - Group Way","1111 Expedia Group Way West, Seattle, WA 98119, USA","47.6288394","-122.376128","Seattle","Destination","10391","5503"
"POINT (-122.32419099999998 47.59116700000004)","6,342","King Co Metro - Atlantic/Central Base","1333 Airport Way S, Seattle, WA 98134, USA","47.591167","-122.324191","Seattle","Destination","9761","649"
"POINT (-122.28422139999998 47.49364170000007)","6,347","KING CO METRO-MAINT/REPAIR/FAC/STOR","12200 E Marginal Way S, Tukwila, WA 98168, USA","47.4936417","-122.2842214","Tukwila","Destination","9761","650"
"POINT (-122.37486099999995 47.628315900000075)","6,349","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.33478799999995 47.62182400000006)","6,352","Amazon - Houdini North","at Houdini North SEA71, 399 Fairview Ave N, Seattle, WA 98109, USA","47.621824","-122.334788","Seattle","Destination","9840","5279"
"POINT (-122.32986929999998 47.57058370000004)","6,354","Seattle City Light - 4th Ave S Seattle","3613 4th Ave S, Seattle, WA 98134, USA","47.5705837","-122.3298693","Seattle","Destination","5171","2356"
"POINT (-122.26161609999997 47.38635850000003)","6,355","City of Kent - Parks & Public Works","5821 S 240th St, Kent, WA 98032, USA","47.3863585","-122.2616161","Kent","Destination","5095","2352"
"POINT (-122.33492429999995 47.62377630000003)","6,356","Amazon - Amelia","501 Fairview Ave N, Seattle, WA 98109, USA","47.6237763","-122.3349243","Seattle","Destination","9840","5171"
"POINT (-122.08978629999996 47.66514200000006)","6,358","Genie Industries - Scissors","18700 NE 65th St, Redmond, WA 98052, USA","47.665142","-122.0897863","Redmond","Destination","3664","2735"
"POINT (-122.37486099999995 47.628315900000075)","6,359","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.08828999999997 47.665010100000075)","6,360","Genie Industries - RT Scissors","18750 NE 65th St, Redmond, WA 98052, USA","47.6650101","-122.08829","Redmond","Destination","3664","3775"
"POINT (-122.13376819999996 47.650198000000046)","6,361","Microsoft - Bldg 84","4500 154th Pl NE, Redmond, WA 98052, USA","47.650198","-122.1337682","Redmond","Destination","1024","5078"
"POINT (-122.08978629999996 47.66514200000006)","6,362","Genie Industries - Scissors","18700 NE 65th St, Redmond, WA 98052, USA","47.665142","-122.0897863","Redmond","Destination","3664","2735"
"POINT (-122.37486099999995 47.628315900000075)","6,364","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.33473099999998 47.623443800000075)","6,366","Amazon - Amelia","501 Fairview Ave N, Seattle, WA 98109, USA","47.6234438","-122.334731","Seattle","Destination","9840","5171"
"POINT (-122.34658129999997 47.62333190000004)","6,367","Gates Foundation - 5th Ave N Seattle","500 5th Ave N, Seattle, WA 98109, USA","47.6233319","-122.3465813","Seattle","Destination","10587","4375"
"POINT (-122.34614919999996 47.62379070000003)","6,368","Gates Foundation - 5th Ave N Seattle","500 5th Ave N, Seattle, WA 98109, USA","47.6237907","-122.3461492","Seattle","Destination","10587","4375"
"POINT (-122.12593749999996 47.63831250000004)","6,369","Microsoft - Bldg 37","JVQF 8J Redmond, WA, USA","47.6383125","-122.1259375","Redmond","Destination","1024","4303"
"POINT (-122.33864809999994 47.616731300000026)","6,370","Amazon - re:Invent","2121 8th Ave, Seattle, WA 98121, USA","47.6167313","-122.3386481","Seattle","Destination","9840","5486"
"POINT (-122.34314979999999 47.621248200000025)","6,371","Apple Inc - Dexter","333 Dexter Ave N, Seattle, WA 98109, USA","47.6212482","-122.3431498","Seattle","Destination","11720","5713"
"POINT (-122.33823479999995 47.61530460000006)","6,372","Amazon - Doppler","2021 7th Ave, Seattle, WA 98121, USA","47.6153046","-122.3382348","Seattle","Destination","9840","5019"
"POINT (-122.32993679999998 47.60381060000003)","6,375","Seattle - Municipal Bldg","600 4th Ave, Seattle, WA 98104, USA","47.6038106","-122.3299368","Seattle","Destination","5171","842"
"POINT (-122.37486099999995 47.628315900000075)","6,376","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.37486099999995 47.628315900000075)","6,378","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.13328909999996 47.64078570000004)","6,379","Microsoft - Bldg 44","15595 NE 36th St, Redmond, WA 98052, USA","47.6407857","-122.1332891","Redmond","Destination","1024","4425"
"POINT (-122.3356561 47.62397560000005)","6,380","Amazon - Fiona","500 Boren Ave N, Seattle, WA 98109, USA","47.6239756","-122.3356561","Seattle","Destination","9840","5101"
"POINT (-122.34290399999998 47.621509900000035)","6,381","Apple Inc - Dexter","333 Dexter Ave N, Seattle, WA 98109, USA","47.6215099","-122.342904","Seattle","Destination","11720","5713"
"POINT (-122.34069459999995 47.617140300000074)","6,382","Amazon - Nitro North","2250 7th Ave, Seattle, WA 98121, USA","47.6171403","-122.3406946","Seattle","Destination","9840","5601"
"POINT (-122.16531189999995 47.57922920000004)","6,385","T-Mobile - One Newport Bellevue","One Newport, 3605 132nd Ave SE, Bellevue, WA 98006, USA","47.5792292","-122.1653119","Bellevue","Destination","10153","2913"
"POINT (-122.33461189999997 47.62180920000003)","6,388","Amazon - Houdini North","399 Fairview Ave N, Seattle, WA 98109, USA","47.6218092","-122.3346119","Seattle","Destination","9840","5279"
"POINT (-122.08978629999996 47.66514200000006)","6,389","Genie Industries - Scissors","18700 NE 65th St, Redmond, WA 98052, USA","47.665142","-122.0897863","Redmond","Destination","3664","2735"
"POINT (-122.19688309999998 47.613514000000066)","6,391","Amazon - Bingo","333 108th Ave NE, Bellevue, WA 98004, USA","47.613514","-122.1968831","Bellevue","Destination","9840","5647"
"POINT (-122.33616869999997 47.62275120000004)","6,395","Amazon - Cricket","440 Terry Ave N, Seattle, WA 98109, USA","47.6227512","-122.3361687","Seattle","Destination","9840","4501"
"POINT (-122.33673519999996 47.62391660000003)","6,396","Amazon - Rufus","550 Terry Ave N, Seattle, WA 98109, USA","47.6239166","-122.3367352","Seattle","Destination","9840","5167"
"POINT (-122.12768749999998 47.58268750000008)","6,398","Microsoft - Advanta A","HVMC 3W Bellevue, WA, USA","47.5826875","-122.1276875","Bellevue","Destination","1024","3906"
"POINT (-122.36254409999998 47.654823700000065)","6,399","Snow & Company","469 NW Bowdoin Pl, Seattle, WA 98107, USA","47.6548237","-122.3625441","Seattle","Destination","1146","5726"
"POINT (-122.37486099999995 47.628315900000075)","6,400","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.17865049999995 47.62717010000006)","6,401","King Co Metro - East Base","1975 124th Ave NE, Bellevue, WA 98005, USA","47.6271701","-122.1786505","Bellevue","Destination","9761","630"
"POINT (-122.37486099999995 47.628315900000075)","6,402","Expedia - Group Way","1111 Expedia Group Way W, Seattle, WA 98119, USA","47.6283159","-122.374861","Seattle","Destination","10391","5503"
"POINT (-122.32224379999997 47.58824210000006)","6,403","King County Metro - Central Base","858 S Massachusetts St, Seattle, WA 98134, USA","47.5882421","-122.3222438","Seattle","Destination","9761","5641"
"POINT (-122.27788469999996 47.94450590000008)","6,405","Boeing Everett ESRC","6001 36th Ave W, Everett, WA 98203, USA","47.9445059","-122.2778847","Everett","Destination","2013","4968"
"POINT (-122.17865049999995 47.62717010000006)","6,406","King Co Metro - East Base","1975 124th Ave NE, Bellevue, WA 98005, USA","47.6271701","-122.1786505","Bellevue","Destination","9761","630"
"POINT (-122.13343869999994 47.649107300000026)","6,408","Microsoft - Bldg 83","4480 154th Pl NE, Redmond, WA 98052, USA","47.6491073","-122.1334387","Redmond","Destination","1024","5025"
"POINT (-122.18851519999998 47.638368900000046)","6,409","City of Bellevue - Service Center","2901 115th Ave NE, Bellevue, WA 98004, USA","47.6383689","-122.1885152","Bellevue","Destination","5014","3536"
"POINT (-122.33597719999995 47.615682400000026)","6,410","Amazon - Blackfoot","1918 8th Ave, Seattle, WA 98101, USA","47.6156824","-122.3359772","Seattle","Destination","9840","4396"
"POINT (-122.33461189999997 47.62180920000003)","6,411","Amazon - Houdini North","399 Fairview Ave N, Seattle, WA 98109, USA","47.6218092","-122.3346119","Seattle","Destination","9840","5279"
"POINT (-122.19688309999998 47.613514000000066)","6,412","Amazon - Bingo","333 108th Ave NE, Bellevue, WA 98004, USA","47.613514","-122.1968831","Bellevue","Destination","9840","5647"
"POINT (-122.33664209999995 47.62229520000005)","6,413","Amazon - Invictus","at Amazon Bldg Invictus, 410 Terry Ave N, Seattle, WA 98109, USA","47.6222952","-122.3366421","Seattle","Destination","9840","5165"
"POINT (-122.09333899999996 47.677468300000044)","6,414","Microsoft - Millennium D","Millennium D, 18500 NE Union Hill Rd, Redmond, WA 98052, USA","47.6774683","-122.093339","Redmond","Destination","1024","5339"
"POINT (-122.28502479999997 47.495596800000044)","6,415","King Co. Metro - Central Maint Base","12100 E Marginal Way S, Tukwila, WA 98168, USA","47.4955968","-122.2850248","Tukwila","Destination","9761","627"
"POINT (-122.08978629999996 47.66514200000006)","6,416","Genie Industries - Scissors","18700 NE 65th St, Redmond, WA 98052, USA","47.665142","-122.0897863","Redmond","Destination","3664","2735"
"POINT (-122.37618749999996 47.62881250000004)","6,417","Expedia - Group Way","JJHF GG Seattle, WA, USA","47.6288125","-122.3761875","Seattle","Destination","10391","5503"
"POINT (-122.33999259999996 47.62155400000006)","6,418","Amazon - Apollo","325 9th Ave N, Seattle, WA 98109, USA","47.621554","-122.3399926","Seattle","Destination","9840","5089"
"POINT (-122.19936199999995 47.614179500000034)","6,420","Amazon - Everest","425 106th Ave NE, Bellevue, WA 98004, USA","47.6141795","-122.199362","Bellevue","Destination","9840","5260"
"POINT (-122.33597719999995 47.615682400000026)","6,421","Amazon - Blackfoot","1918 8th Ave, Seattle, WA 98101, USA","47.6156824","-122.3359772","Seattle","Destination","9840","4396"
"POINT (-122.33442859999997 47.616442300000074)","6,422","Amazon - Kumo","1915 Terry Ave, Seattle, WA 98101, USA","47.6164423","-122.3344286","Seattle","Destination","9840","4946"
"POINT (-122.376128 47.62883940000006)","6,423","Expedia - Group Way","1111 Expedia Group Way West, Seattle, WA 98119, USA","47.6288394","-122.376128","Seattle","Destination","10391","5503"
"POINT (-122.28502479999997 47.495596800000044)","6,424","King Co Metro - Atlantic/Central Base","12100 E Marginal Way S, Tukwila, WA 98168, USA","47.4955968","-122.2850248","Tukwila","Destination","9761","649"
"POINT (-122.06112389999998 47.53933100000006)","6,425","City of Issaquah","750 17th Ave NW, Issaquah, WA 98027, USA","47.539331","-122.0611239","Issaquah","Destination","5024","328"
"POINT (-122.19518669999997 47.29102500000005)","6,427","Bergelectric","2402 Auburn Way S, Auburn, WA 98002, USA","47.291025","-122.1951867","Auburn","Destination","1149","5732"
"POINT (-122.15334339999998 47.715964100000065)","6,428","Astronics","12950 Willows Rd, Kirkland, WA 98034, USA","47.7159641","-122.1533434","Kirkland","Destination","10634","3656"
"POINT (-122.12974539999999 47.63612830000005)","6,429","Microsoft - Bldg 27","3009 157th Pl NE, Redmond, WA 98052, USA","47.6361283","-122.1297454","Redmond","Destination","1024","4292"
"POINT (-122.33473099999998 47.623443800000075)","6,430","Amazon - Amelia","501 Fairview Ave N, Seattle, WA 98109, USA","47.6234438","-122.334731","Seattle","Destination","9840","5171"
"POINT (-122.13422359999998 47.63916130000007)","6,433","Microsoft - Bldg 43","15580 NE 31st St, Redmond, WA 98052, USA","47.6391613","-122.1342236","Redmond","Destination","1024","4660"
"POINT (-122.33535129999996 47.58090960000004)","6,434","Starbucks Coffee - Corp HQ","2401 Utah Ave S, Seattle, WA 98134, USA","47.5809096","-122.3353513","Seattle","Destination","4322","920"
"POINT (-122.33875799999998 47.62528270000007)","6,435","Allen Institute of Brain Science","615 Westlake Ave N, Seattle, WA 98109, USA","47.6252827","-122.338758","Seattle","Destination","11011","4998"
"POINT (-122.33690519999999 47.622402400000055)","6,436","Amazon - Invictus","410 Terry Ave N, Seattle, WA 98109, USA","47.6224024","-122.3369052","Seattle","Destination","9840","5165"
"POINT (-122.28422139999998 47.49364170000007)","6,437","King Co Metro - South Base","12200 E Marginal Way S, Tukwila, WA 98168, USA","47.4936417","-122.2842214","Tukwila","Destination","9761","642"
"POINT (-122.376128 47.62883940000006)","6,438","Expedia - Group Way","1111 Expedia Group Way West, Seattle, WA 98119, USA","47.6288394","-122.376128","Seattle","Destination","10391","5503"
"POINT (-122.31579679999999 47.66058810000004)","6,441","University of Washington - UW Tower Parking Garage W46","4317 12th Ave NE, Seattle, WA 98105, USA","47.6605881","-122.3157968","Seattle","Destination","7001","5764"
"POINT (-122.11846179999998 47.67028470000008)","6,444","Amazon - Athena","7400 166th Ave NE, Redmond, WA 98052, USA","47.6702847","-122.1184618","Redmond","Destination","9840","5678"
