"the_geom","Group_Id","WorksiteNa","Address","Latitude","Longitude","City","Origin_Des","EmployerID","WorksiteID"
"POINT (-122.59108499999996 47.51001900000006)","8","Boeing Developmental Center","4243 Lakeview Dr SE, Port Orchard, WA 98366, USA","47.510019","-122.591085","Port Orchard","Origin","2013","57"
"POINT (-122.19762799999995 47.472568100000046)","31","Boeing Everett Plant","810 High Ave S, Renton, WA 98057, USA","47.4725681","-122.197628","Renton","Origin","2013","62"
"POINT (-122.33230859999998 47.66426180000008)","46","Microsoft - Bldg 36","Meridian Playground, 4649 Sunnyside Ave N, Seattle, WA 98103, USA","47.6642618","-122.3323086","Seattle","Origin","1024","4256"
"POINT (-122.38872349999997 47.57205150000004)","50","Seattle Children's Hospital- Main Campus","4400-4498 SW Spokane St, Seattle, WA 98116, USA","47.5720515","-122.3887235","Seattle","Origin","6133","315"
"POINT (-122.36846189999994 47.27615890000004)","147","Boeing Delivery Ctr.","1702 Pointe Woodworth Dr NE, Tacoma, WA 98422, USA","47.2761589","-122.3684619","Tacoma","Origin","2013","4057"
"POINT (-122.29777509999997 47.817409000000055)","156","Harborview Medical Center","200th St SW & 48th Ave W, Lynnwood, WA 98036, USA","47.817409","-122.2977751","Lynnwood","Origin","6010","495"
"POINT (-122.30515529999997 47.48386910000005)","166","Esterline/Korry Electronics - Beverly Park Rd Everett","13241 22nd Ave S, SeaTac, WA 98168, USA","47.4838691","-122.3051553","SeaTac","Origin","3021","4273"
"POINT (-122.33717109999998 47.46974860000006)","194","Virginia Mason Hospital & Clinic","Burien TC, 14900 4th Ave SW, Burien, WA 98166, USA","47.4697486","-122.3371711","Burien","Origin","6040","1042"
"POINT (-121.99149109999996 47.204178400000046)","258","Boeing Renton Plant","1352 Griffin Ave, Enumclaw, WA 98022, USA","47.2041784","-121.9914911","Enumclaw","Origin","2013","83"
"POINT (-122.26155039999998 47.85000700000006)","290","Harborview Medical Center","164th St SW & Ash Wy, Picnic Point-North Lynnwood, WA 98087, USA","47.850007","-122.2615504","Picnic Point-North Lynnwood","Origin","6010","495"
"POINT (-122.20238689999996 47.49252978000004)","335","Boeing Everett Plant","611 Park Ave N, Renton, WA 98057, USA","47.49252978","-122.2023869","Renton","Origin","2013","62"
"POINT (-122.37958979999996 47.528531300000054)","405","Harborview Medical Center","3702 SW Thistle St, Seattle, WA 98126, USA","47.5285313","-122.3795898","Seattle","Origin","6010","495"
"POINT (-122.56783939999997 47.43199640000006)","414","University of Washington - Main Campus","12798 Olalla Valley Rd SE, Olalla, WA 98359, USA","47.4319964","-122.5678394","Olalla","Origin","7001","992"
"POINT (-122.35528789999995 47.97417710000008)","493","NULL","6523 Humphrey Rd, Clinton, WA 98236, USA","47.9741771","-122.3552879","Clinton","Origin","NULL","NULL"
"POINT (-122.3352645 47.77419100000003)","510","Boeing Renton Plant","North 200th Street & Bagley Drive North, Shoreline, WA 98133, USA","47.774191","-122.3352645","Shoreline","Origin","2013","83"
"POINT (-122.23102619999997 47.30719520000008)","534","Kenworth - Kirkland","23 A St SW, Auburn, WA 98001, USA","47.3071952","-122.2310262","Auburn","Origin","3012","99"
"POINT (-122.23207899999994 47.30621720000005)","713","Nintendo - North Bend","Auburn TC, Auburn, WA 98001, USA","47.3062172","-122.232079","Auburn","Origin","4244","684"
"POINT (-122.04865499999994 47.65250190000006)","729","Seattle Children's Hospital- Main Campus","21822 Redmond-Fall City Rd NE, Redmond, WA 98053, USA","47.6525019","-122.048655","Redmond","Origin","6133","315"
"POINT (-122.38508569999999 47.516620300000056)","735","Microsoft - Studio A","9633 41st Ave SW, Seattle, WA 98136, USA","47.5166203","-122.3850857","Seattle","Origin","1024","5179"
"POINT (-122.53605759999999 47.63535950000005)","743","University of Washington - Main Campus","7968 Finch Rd NE, Bainbridge Island, WA 98110, USA","47.6353595","-122.5360576","Bainbridge Island","Origin","7001","992"
"POINT (-122.30482789999996 47.317539500000066)","805","Fred Hutch - Fairview Ave N Seattle","Federal Way Transit Center, Federal Way, WA 98003, USA","47.3175395","-122.3048279","Federal Way","Origin","6130","2898"
"POINT (-122.11070299999994 47.56520100000006)","846","Fred Hutch - Fairview Ave N Seattle","4455 173rd Ave SE, Bellevue, WA 98006, USA","47.565201","-122.110703","Bellevue","Origin","6130","2898"
"POINT (-122.31868929999996 47.63781850000004)","1,032","Microsoft - Bldg 37","2018 Federal Ave E, Seattle, WA 98102, USA","47.6378185","-122.3186893","Seattle","Origin","1024","4303"
"POINT (-122.37009999999998 47.52247546000007)","1,081","Fred Hutch - Fairview Ave N Seattle","9023 29th Ave SW, Seattle, WA 98126, USA","47.52247546","-122.3701","Seattle","Origin","6130","2898"
"POINT (-122.21096299999999 48.17592100000007)","1,262","Northwest Hospital - Out Patient","19808 15th Ave NE, Arlington, WA 98223, USA","48.175921","-122.210963","Arlington","Origin","6013","2957"
"POINT (-122.46084469999994 47.451399200000026)","1,331","Boeing Delivery Ctr.","17141 Vashon Hwy SW, Vashon, WA 98070, USA","47.4513992","-122.4608447","Vashon","Origin","2013","4057"
"POINT (-122.27804499999996 47.85879090000003)","1,506","Kaiser Permanente - Capitol Hill","15415 35th Ave W, Lynnwood, WA 98087, USA","47.8587909","-122.278045","Lynnwood","Origin","6021","490"
"POINT (-122.30482789999996 47.317539500000066)","1,553","Microsoft - Main Campus","Federal Way Transit Center, Federal Way, WA 98003, USA","47.3175395","-122.3048279","Federal Way","Origin","1024","1"
"POINT (-122.42781039999994 47.240739690000055)","1,594","Swedish - First Hill","512 Puyallup Ave, Tacoma, WA 98421, USA","47.24073969","-122.4278104","Tacoma","Origin","6030","934"
"POINT (-122.25914759999995 47.85119590000005)","1,635","King Co - Adult Detention Center","Unnamed Road, Lynnwood, WA 98087, USA","47.8511959","-122.2591476","Lynnwood","Origin","9761","556"
"POINT (-122.13501999999994 47.75173630000006)","1,664","Kaiser Permanente - Renton Campus Adams","Hollywood Hills Equestrian Park, 15205 NE 172nd St, Woodinville, WA 98072, USA","47.7517363","-122.13502","Woodinville","Origin","6021","5280"
"POINT (-122.36855519999995 47.30459640000004)","1,713","King Co - Adult Detention Center","2625 SW 332nd Pl, Federal Way, WA 98023, USA","47.3045964","-122.3685552","Federal Way","Origin","9761","556"
"POINT (-122.14192419999995 48.04783990000004)","1,743","Northwest Hospital","5718 66th Ave NE, Marysville, WA 98270, USA","48.0478399","-122.1419242","Marysville","Origin","6013","700"
"POINT (-122.24357079999999 47.48935920000008)","1,754","Virginia Mason Hospital & Clinic","7200 S 127th St, Seattle, WA 98178, USA","47.4893592","-122.2435708","Seattle","Origin","6040","1042"
"POINT (-122.06722359999998 48.00418600000006)","1,857","Northwest Hospital","725 E Lakeshore Dr, Lake Stevens, WA 98258, USA","48.004186","-122.0672236","Lake Stevens","Origin","6013","700"
"POINT (-122.24073409999994 47.46020560000005)","1,906","Microsoft - RTC","7301 Longacres Way, Tukwila, WA 98188, USA","47.4602056","-122.2407341","Tukwila","Origin","1024","3610"
"POINT (-122.02408929999996 47.69569930000006)","1,915","Microsoft - Bldg 83","11004 236th Pl NE, Redmond, WA 98053, USA","47.6956993","-122.0240893","Redmond","Origin","1024","5025"
"POINT (-122.1409559 47.67886510000005)","5,439","Amazon - Cricket","8500 148th Ave NE, Redmond, WA 98052, USA","47.6788651","-122.1409559","Redmond","Origin","9840","4501"
"POINT (-122.2377952 47.38413090000006)","1,938","King Co - Adult Detention Center","401 4th Avenue North, Kent, WA 98032, USA","47.3841309","-122.2377952","Kent","Origin","9761","556"
"POINT (-122.21081559999999 47.49428830000005)","1,939","Boeing Everett ESRC","600-704 Nishiwaki Ln, Renton, WA 98057, USA","47.4942883","-122.2108156","Renton","Origin","2013","4968"
"POINT (-122.35431759999994 47.82283080000008)","1,987","Virginia Mason Hospital & Clinic","19412 89th Pl W, Edmonds, WA 98026, USA","47.8228308","-122.3543176","Edmonds","Origin","6040","1042"
"POINT (-122.26904199999996 47.792625900000075)","2,016","Swedish - Cherry Hill","Brier Park, 2903 228th St SW, Brier, WA 98036, USA","47.7926259","-122.269042","Brier","Origin","6030","3599"
"POINT (-122.28559969999998 47.36978602000005)","2,018","Seattle Housing Authority - Queen Anne","25943 38th Ave S, Kent, WA 98032, USA","47.36978602","-122.2855997","Kent","Origin","5551","4419"
"POINT (-122.06097179999995 47.79295980000006)","2,020","Alaska Airlines - The Hub","22422 Echo Lake Rd, Snohomish, WA 98296, USA","47.7929598","-122.0609718","Snohomish","Origin","9432","5769"
"POINT (-122.31152629999997 47.53247790000006)","2,105","Boeing Everett Plant","7755 E Marginal Way S, Seattle, WA 98108, USA","47.5324779","-122.3115263","Seattle","Origin","2013","62"
"POINT (-122.22119139999995 47.19926870000006)","2,125","Alaska Airlines Maintenance Hangar","15606 63rd St Ct E, Sumner, WA 98390, USA","47.1992687","-122.2211914","Sumner","Origin","9432","2590"
"POINT (-122.03498609999997 47.64986220000003)","2,135","Fred Hutch - Fairview Ave N Seattle","4518 228th Ave NE, Redmond, WA 98053, USA","47.6498622","-122.0349861","Redmond","Origin","6130","2898"
"POINT (-122.20204369999999 47.42332980000003)","2,163","Swedish - First Hill","19848 104th Ave SE, Renton, WA 98055, USA","47.4233298","-122.2020437","Renton","Origin","6030","934"
"POINT (-122.01973499999997 47.60185400000006)","2,211","Microsoft - City Center","778 239th Pl SE, Sammamish, WA 98074, USA","47.601854","-122.019735","Sammamish","Origin","1024","4246"
"POINT (-122.31400959999996 47.828647800000056)","2,212","Microsoft - Studio A","18723 60th Ave W, Lynnwood, WA 98037, USA","47.8286478","-122.3140096","Lynnwood","Origin","1024","5179"
"POINT (-122.21081559999999 47.49428830000005)","2,264","Boeing Everett Plant","600-704 Nishiwaki Ln, Renton, WA 98057, USA","47.4942883","-122.2108156","Renton","Origin","2013","62"
"POINT (-122.36103099999997 47.31505200000004)","2,267","Expedia - Group Way","SW 320th St & 21ST Ave SW, Federal Way, WA 98023, USA","47.315052","-122.361031","Federal Way","Origin","10391","5503"
"POINT (-122.01853589999996 47.59074170000008)","2,276","Microsoft - Main Campus","24014 SE 21st St, Sammamish, WA 98075, USA","47.5907417","-122.0185359","Sammamish","Origin","1024","1"
"POINT (-122.32055979999996 47.691437800000074)","2,428","Boeing Everett Plant","8603 8th Ave NE, Seattle, WA 98115, USA","47.6914378","-122.3205598","Seattle","Origin","2013","62"
"POINT (-122.02320809999998 47.56994800000007)","2,467","Microsoft - Bldg 16","23800 SE 41st St, Issaquah, WA 98029, USA","47.569948","-122.0232081","Issaquah","Origin","1024","4295"
"POINT (-122.29430149999996 47.88710000000003)","2,470","Northwest Hospital","Harbour Pointe Blvd SW & Harbour Reach Dr, Mukilteo, WA 98275, USA","47.8871","-122.2943015","Mukilteo","Origin","6013","700"
"POINT (-122.05717749999997 47.59330980000004)","2,512","Microsoft - Bldg 115","1807 212th Ave SE, Sammamish, WA 98075, USA","47.5933098","-122.0571775","Sammamish","Origin","1024","4768"
"POINT (-121.99164819999999 47.554126600000075)","2,547","Microsoft - City Center","2568 33rd Ave NE, Issaquah, WA 98029, USA","47.5541266","-121.9916482","Issaquah","Origin","1024","4246"
"POINT (-122.30430649999994 47.31807880000008)","2,563","Transportation Security Administration - Intl Blvd SeaTac","31635 23rd Ave S, Federal Way, WA 98003, USA","47.3180788","-122.3043065","Federal Way","Origin","5021","3581"
"POINT (-122.37003599999997 47.02008900000004)","2,573","K2 Sports - Des Moines","25924 Mountain Hwy E, Spanaway, WA 98387, USA","47.020089","-122.370036","Spanaway","Origin","3032","5072"
"POINT (-121.88149599999997 47.51855400000005)","2,592","Costco - 999 Lake Dr","Jeanne Hansen Community Park, 34226 SE Jacobia St, Snoqualmie, WA 98065, USA","47.518554","-121.881496","Snoqualmie","Origin","4424","1100"
"POINT (-122.31092529999995 47.69742670000005)","2,607","Expedia - Group Way","1525 NE 95th St, Seattle, WA 98115, USA","47.6974267","-122.3109253","Seattle","Origin","10391","5503"
"POINT (-122.00037059999994 47.569759600000054)","2,609","Microsoft - City Center","4202 255th Pl SE, Issaquah, WA 98029, USA","47.5697596","-122.0003706","Issaquah","Origin","1024","4246"
"POINT (-122.18480749999998 47.33763800000003)","2,634","Costco - 999 Lake Dr","29513 118th Ave SE, Auburn, WA 98092, USA","47.337638","-122.1848075","Auburn","Origin","4424","1100"
"POINT (-122.38762079999998 47.58806240000007)","2,652","SEATTLE CANCER CARE ALLIANCE","44th Avenue Southwest & Southwest Massachusetts Street, Seattle, WA 98116, USA","47.5880624","-122.3876208","Seattle","Origin","10252","3085"
"POINT (-122.01464229999999 47.616981200000055)","2,693","Microsoft - Bldg 40","24369 NE 8th St, Sammamish, WA 98074, USA","47.6169812","-122.0146423","Sammamish","Origin","1024","3819"
"POINT (-122.34016349999996 47.49003540000007)","2,733","University of Washington - 814 Northlake","425 SW 126th St, Seattle, WA 98146, USA","47.4900354","-122.3401635","Seattle","Origin","7001","3625"
"POINT (-121.93792289999999 47.23591140000008)","2,756","King County Public Works","40704 302nd Ave SE, Enumclaw, WA 98022, USA","47.2359114","-121.9379229","Enumclaw","Origin","9761","570"
"POINT (-122.01821089999999 47.362581000000034)","2,774","City of Bellevue - Resource Management","26520 Maple Valley Black Diamond Rd SE, Maple Valley, WA 98038, USA","47.362581","-122.0182109","Maple Valley","Origin","5014","3985"
"POINT (-122.22514099999995 47.88292000000007)","2,778","Seattle Children's Hospital- Main Campus","505 128th Street Southeast, Everett, WA 98208, USA","47.88292","-122.225141","Everett","Origin","6133","315"
"POINT (-122.01382259999997 47.59743600000007)","2,781","Microsoft - 121","1241 244th Pl SE, Sammamish, WA 98075, USA","47.597436","-122.0138226","Sammamish","Origin","1024","5384"
"POINT (-122.19788219999998 47.49168220000007)","2,787","PACCAR - HQ","1601 N 8th St, Renton, WA 98057, USA","47.4916822","-122.1978822","Renton","Origin","3024","111"
"POINT (-122.16876979999995 47.491151400000035)","2,800","Qualitel Corporation","512 Queen Pl NE, Renton, WA 98056, USA","47.4911514","-122.1687698","Renton","Origin","10925","4030"
"POINT (-122.29176249999995 47.42202740000005)","2,803","Qualitel Corporation","20020 32nd Ave S, SeaTac, WA 98198, USA","47.4220274","-122.2917625","SeaTac","Origin","10925","4030"
"POINT (-122.34844149999998 47.77337230000006)","2,829","University of Washington - UW Tower","19904 Linden Ave N, Shoreline, WA 98133, USA","47.7733723","-122.3484415","Shoreline","Origin","7001","4188"
"POINT (-122.03068669999999 47.15528460000007)","2,834","City of Renton - Public Works","536 Mountain View Ave, Buckley, WA 98321, USA","47.1552846","-122.0306867","Buckley","Origin","5035","3730"
"POINT (-122.15273119999995 47.58049440000008)","2,874","Swedish - First Hill","SE Eastgate Way & 140th Ave SE, 14200 Eastgate P&R Acrd, Bellevue, WA 98007, USA","47.5804944","-122.1527312","Bellevue","Origin","6030","934"
"POINT (-122.01940699999994 47.54491000000007)","2,936","Fred Hutch - Fairview Ave N Seattle","1755 Highlands Dr NE, Issaquah, WA 98029, USA","47.54491","-122.019407","Issaquah","Origin","6130","2898"
"POINT (-122.17396889999998 47.46597920000005)","2,940","Crane Aerospace & Electronics","3318 SE 17th St, Renton, WA 98058, USA","47.4659792","-122.1739689","Renton","Origin","3014","4835"
"POINT (-122.18581659999995 47.661009800000045)","2,996","Technical Glass Products","5837 NE 60th St, Kirkland, WA 98033, USA","47.6610098","-122.1858166","Kirkland","Origin","11001","4133"
"POINT (-122.28078899999997 46.90157300000004)","3,096","City of Renton - Public Works","11423 114th Ave E, Eatonville, WA 98328, USA","46.901573","-122.280789","Eatonville","Origin","5035","3730"
"POINT (-122.0164782 47.364000100000055)","3,135","Costco - 999 Lake Dr","26424 242nd Ave SE, Maple Valley, WA 98038, USA","47.3640001","-122.0164782","Maple Valley","Origin","4424","1100"
"POINT (-122.20935099999997 47.414896000000056)","3,136","Swedish - First Hill","9739 S 208th St, Kent, WA 98031, USA","47.414896","-122.209351","Kent","Origin","6030","934"
"POINT (-122.30482789999996 47.317539500000066)","3,151","Boeing Everett ESRC","Federal Way Transit Center, Federal Way, WA 98003, USA","47.3175395","-122.3048279","Federal Way","Origin","2013","4968"
"POINT (-122.32584499999996 47.70316500000007)","3,172","Swedish - First Hill","3rd Ave NE & NE 103rd St, Seattle, 98125, USA","47.703165","-122.325845","Seattle","Origin","6030","934"
"POINT (-122.375227 47.552104400000076)","3,209","Fred Hutch - Fairview Ave N Seattle","5459 34th Ave SW, Seattle, WA 98126, USA","47.5521044","-122.375227","Seattle","Origin","6130","2898"
"POINT (-122.16429549999998 47.49218560000003)","3,229","Esterline/Korry Electronics - Beverly Park Rd Everett","Union Ave NE & NE 6th St, Renton, WA, USA","47.4921856","-122.1642955","Renton","Origin","3021","4273"
"POINT (-122.05479069999996 48.079711100000054)","3,258","Northwest Hospital","9210 131st Ave NE, Lake Stevens, WA 98258, USA","48.0797111","-122.0547907","Lake Stevens","Origin","6013","700"
"POINT (-122.22579719999999 47.495400440000026)","3,272","Esterline/Korry Electronics - Beverly Park Rd Everett","8492 S 120th St, Seattle, WA 98178, USA","47.49540044","-122.2257972","Seattle","Origin","3021","4273"
"POINT (-122.3845078 47.67787560000005)","3,295","PATH - Westlake","2200 NW 67th St, Seattle, WA 98117, USA","47.6778756","-122.3845078","Seattle","Origin","10527","4314"
"POINT (-122.28227399999997 47.101667500000076)","3,296","City of Issaquah","17002 110th Ave Ct E, Puyallup, WA 98374, USA","47.1016675","-122.282274","Puyallup","Origin","5024","328"
"POINT (-121.9501469 47.35585460000004)","3,298","City of Issaquah - Public Works","27405 Retreat-Kanaskat Rd, Ravensdale, WA 98051, USA","47.3558546","-121.9501469","Ravensdale","Origin","5024","3986"
"POINT (-122.02184199999999 47.60192200000006)","3,302","T-Mobile - Five Newport","23901 SE 7th Ln, Sammamish, WA 98074, USA","47.601922","-122.021842","Sammamish","Origin","10153","3112"
"POINT (-122.24073409999994 47.46020560000005)","3,308","Microsoft - Willows","7301 Longacres Way, Tukwila, WA 98188, USA","47.4602056","-122.2407341","Tukwila","Origin","1024","2811"
"POINT (-122.16505309999997 47.39037550000006)","3,327","Seattle Housing Authority-Operations","13202 SE 236th Pl, Kent, WA 98042, USA","47.3903755","-122.1650531","Kent","Origin","5551","4333"
"POINT (-122.29253099999994 47.56606800000003)","3,347","University of Washington - 814 Northlake","4102 Renton Ave S, Seattle, WA 98108, USA","47.566068","-122.292531","Seattle","Origin","7001","3625"
"POINT (-122.06540709999996 47.638941300000056)","3,364","Microsoft - Bldg 32","20522 NE 32nd Ct, Sammamish, WA 98074, USA","47.6389413","-122.0654071","Sammamish","Origin","1024","4384"
"POINT (-122.23241339999998 47.38335274000008)","3,369","Swedish - First Hill","301 Railroad Ave N, Kent, 98032, USA","47.38335274","-122.2324134","Kent","Origin","6030","934"
"POINT (-122.15735639999997 47.55182000000008)","3,389","Microsoft - Bldg 17","5725 137th Ave SE, Bellevue, WA 98006, USA","47.55182","-122.1573564","Bellevue","Origin","1024","4304"
"POINT (-122.18605439999999 47.206691500000034)","3,398","Seattle City Light - 4th Ave S Seattle","5601 183rd Ave E, Bonney Lake, WA 98391, USA","47.2066915","-122.1860544","Bonney Lake","Origin","5171","2356"
"POINT (-122.20739409999999 47.49044710000004)","3,405","Boeing Everett ESRC","419 Logan Ave N, Renton, WA 98057, USA","47.4904471","-122.2073941","Renton","Origin","2013","4968"
"POINT (-122.21081559999999 47.49428830000005)","3,408","Boeing Everett ESRC","600-704 Nishiwaki Ln, Renton, WA 98057, USA","47.4942883","-122.2108156","Renton","Origin","2013","4968"
"POINT (-122.31950899999998 47.19007400000004)","3,411","Seattle City Light - 4th Ave S Seattle","304 18th Street Southwest, Puyallup, WA 98371, USA","47.190074","-122.319509","Puyallup","Origin","5171","2356"
"POINT (-122.19346299999995 47.845309300000054)","3,455","Kenworth - Renton","16808 29th Dr SE, Bothell, WA 98012, USA","47.8453093","-122.193463","Bothell","Origin","3012","100"
"POINT (-122.12749999999994 47.36687130000007)","3,466","Crane Aerospace & Electronics","26134 159th Pl SE, Covington, WA 98042, USA","47.3668713","-122.1275","Covington","Origin","3014","4835"
"POINT (-122.00950339999997 47.545547800000065)","3,476","Amazon - Nitro North","1505 NE Park Dr, Issaquah, WA 98029, USA","47.5455478","-122.0095034","Issaquah","Origin","9840","5601"
"POINT (-122.19001269999995 47.333272700000066)","3,501","VA Puget Sound Health Care System","30010 113th Pl SE, Auburn, WA 98092, USA","47.3332727","-122.1900127","Auburn","Origin","10282","3134"
"POINT (-122.21996499999995 47.48821200000003)","3,522","Swedish - First Hill","1460 Taylor Pl NW, Renton, WA 98057, USA","47.488212","-122.219965","Renton","Origin","6030","934"
"POINT (-122.15337729999999 47.17312460000005)","3,528","Kenworth - Renton","Cedarview Park, 9301 208th Ave E, Bonney Lake, WA 98391, USA","47.1731246","-122.1533773","Bonney Lake","Origin","3012","100"
"POINT (-122.11191149999996 47.68542810000008)","3,540","Microsoft - City Center","17103 NE 95th St, Redmond, WA 98052, USA","47.6854281","-122.1119115","Redmond","Origin","1024","4246"
"POINT (-122.23130119999996 47.85515060000006)","3,554","SDOT - Traffic Shops","32 157th Pl SE, Bothell, WA 98012, USA","47.8551506","-122.2313012","Bothell","Origin","5171","3423"
"POINT (-122.08554249999997 47.666466600000035)","3,564","Amazon - South Lake Union","Southeast Redmond Park, NE 67th St, Redmond, WA 98052, USA","47.6664666","-122.0855425","Redmond","Origin","9840","4355"
"POINT (-122.11003859999994 47.72056920000006)","3,604","Microsoft - Bldg 34","17202 NE 134th Pl, Redmond, WA 98052, USA","47.7205692","-122.1100386","Redmond","Origin","1024","4265"
"POINT (-122.29229679999997 47.84257820000005)","3,619","Northwest Hospital","4326 172nd Street SW, Lynnwood, WA 98037, USA","47.8425782","-122.2922968","Lynnwood","Origin","6013","700"
"POINT (-122.31508999999994 47.785660000000064)","3,624","Seattle Pacific University - 3rd Ave W","Mountlake Terrace Transit Center Bay 2, 6001 236th St SW, Mountlake Terrace, WA 98043, USA","47.78566","-122.31509","Mountlake Terrace","Origin","7043","4231"
"POINT (-122.10324099999997 47.69453430000004)","3,625","Amazon - Nessie","179th Ave NE & NE 105th St, Redmond, WA 98052, USA","47.6945343","-122.103241","Redmond","Origin","9840","5164"
"POINT (-122.01924549999995 47.545607500000074)","3,630","Gates Foundation - 5th Ave N Seattle","Issaquah Highlands P & R - Bay 4, Issaquah, WA 98029, USA","47.5456075","-122.0192455","Issaquah","Origin","10587","4375"
"POINT (-122.28030739999997 47.52676760000003)","3,648","Avtech-Tyee Aircraft","Thistle P-Patch Community Gardens, Chief Sealth Trail, Seattle, WA 98118, USA","47.5267676","-122.2803074","Seattle","Origin","1013","4371"
"POINT (-122.18502059999997 47.39361130000003)","3,653","Avtech-Tyee Aircraft","11707 SE 233rd Pl, Kent, WA 98031, USA","47.3936113","-122.1850206","Kent","Origin","1013","4371"
"POINT (-122.14764669999994 47.54906900000003)","3,665","Amazon - Blackfoot","14500 SE 60th St, Bellevue, WA 98006, USA","47.549069","-122.1476467","Bellevue","Origin","9840","4396"
"POINT (-122.03579359999998 47.64526540000003)","3,674","Amazon - Obidos","22725 Redmond-Fall City Rd NE, Redmond, WA 98053, USA","47.6452654","-122.0357936","Redmond","Origin","9840","4856"
"POINT (-122.20852029999998 47.480927500000064)","3,681","Harborview Medical Center","655 S 2nd St, Renton, WA 98057, USA","47.4809275","-122.2085203","Renton","Origin","6010","495"
"POINT (-122.23241299999995 47.38335300000006)","3,689","Avtech-Tyee Aircraft","301 Railroad Ave N, Kent, 98032, USA","47.383353","-122.232413","Kent","Origin","1013","4371"
"POINT (-122.24025699999999 47.843238900000074)","3,692","Northwest Hospital","517 171st St SW, Lynnwood, WA 98037, USA","47.8432389","-122.240257","Lynnwood","Origin","6013","700"
"POINT (-122.16285499999998 47.56737250000003)","3,714","Microsoft - Bldg 34","13313 SE 43rd St, Bellevue, WA 98006, USA","47.5673725","-122.162855","Bellevue","Origin","1024","4265"
"POINT (-122.29731269999996 47.56714610000006)","3,716","University of Washington - 814 Northlake","4051 Martin Luther King Jr Way S, Seattle, WA 98108, USA","47.5671461","-122.2973127","Seattle","Origin","7001","3625"
"POINT (-122.22111149999995 47.72043230000003)","3,723","F5 Networks - Tower","NE 134th St & 90th Ave NE, Kirkland, WA 98034, USA","47.7204323","-122.2211115","Kirkland","Origin","10687","5415"
"POINT (-122.16254469999996 48.068049200000075)","3,732","Seattle City Light - North Service Ctr","7909 50th Dr NE, Marysville, WA 98270, USA","48.0680492","-122.1625447","Marysville","Origin","5171","323"
"POINT (-122.06026449999996 47.621168700000055)","3,747","Amazon - Houdini North","1318 210th Ave NE, Sammamish, WA 98074, USA","47.6211687","-122.0602645","Sammamish","Origin","9840","5279"
"POINT (-122.08576659999994 47.66415070000005)","3,796","Amazon - Invictus","6526 190th Ave NE, Redmond, WA 98052, USA","47.6641507","-122.0857666","Redmond","Origin","9840","5165"
"POINT (-122.30430649999994 47.31807880000008)","3,801","Costco - 999 Lake Dr","31635 23rd Avenue South, Federal Way, WA 98003, USA","47.3180788","-122.3043065","Federal Way","Origin","4424","1100"
"POINT (-122.60881859999995 47.29854540000008)","3,810","Digital Control Inc.","4502 Park Ln NW, Gig Harbor, WA 98335, USA","47.2985454","-122.6088186","Gig Harbor","Origin","11077","4234"
"POINT (-122.29382979999997 47.53775370000005)","3,815","Esterline/Korry Electronics - Beverly Park Rd Everett","7156 Beacon Ave S, Seattle, WA 98108, USA","47.5377537","-122.2938298","Seattle","Origin","3021","4273"
"POINT (-122.30483089999996 47.31744660000004)","3,824","Seattle Children's Hospital- Main Campus","Federal Way Transit Center Access Rd, Federal Way, WA 98003, USA","47.3174466","-122.3048309","Federal Way","Origin","6133","315"
"POINT (-122.18062019999996 47.79943130000004)","3,854","Amazon - Alexandria","3909 219th St SE, Bothell, WA 98021, USA","47.7994313","-122.1806202","Bothell","Origin","9840","4721"
"POINT (-122.14861589999998 47.88891110000003)","3,898","Seattle Housing Authority-Operations","11929 63rd Ave SE, Snohomish, WA 98296, USA","47.8889111","-122.1486159","Snohomish","Origin","5551","4333"
"POINT (-121.88635739999995 47.52226950000005)","3,939","Google - 6th Ave S Kirkland","8808 Satterlee Ave SE, Snoqualmie, WA 98065, USA","47.5222695","-121.8863574","Snoqualmie","Origin","10778","4345"
"POINT (-122.1750563 47.18530090000007)","3,956","Kenworth - Renton","19102 79th St E, Bonney Lake, WA 98391, USA","47.1853009","-122.1750563","Bonney Lake","Origin","3012","100"
"POINT (-122.03544999999997 47.63176340000007)","3,957","Amazon - Oscar","228th Ave NE & NE 25th Way, Sammamish, WA 98074, USA","47.6317634","-122.03545","Sammamish","Origin","9840","5320"
"POINT (-122.11981259999999 48.053555000000074)","3,961","Seattle Housing Authority-Operations","64th St NE & 83rd Ave NE, Marysville, WA 98270, USA","48.053555","-122.1198126","Marysville","Origin","5551","4333"
"POINT (-122.13250999999997 47.62417000000005)","3,970","Amazon - Doppler","156th Ave NE & NE 15th St, Bellevue, WA 98007, USA","47.62417","-122.13251","Bellevue","Origin","9840","5019"
"POINT (-122.21210289999999 47.63238530000007)","3,974","Microsoft - Bldg 41","2410 96th Ave NE, Clyde Hill, WA 98004, USA","47.6323853","-122.2121029","Clyde Hill","Origin","1024","4249"
"POINT (-122.11057839999995 47.64630710000006)","3,977","Amazon - South Lake Union","4010 172nd Ave NE, Redmond, WA 98052, USA","47.6463071","-122.1105784","Redmond","Origin","9840","4355"
"POINT (-122.01940659999997 47.54491040000005)","3,979","Expedia - Group Way","1755 Highlands Dr NE, Issaquah, WA 98029, USA","47.5449104","-122.0194066","Issaquah","Origin","10391","5503"
